SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,ISIN_CODE
500002,ABB LTD.    ,A ,Q,1615.9,1670,1590.4,1657.3,INE117A01022
500003,AEGIS LOGIS ,A ,Q,250.1,250.1,244.4,249.65,INE208C01025
500008,AMAR RAJA BA,A ,Q,813.15,820.5,802.8,807.75,INE885A01032
500009,A.SARABHAI  ,XT,Q,12.61,12.61,12.3,12.56,INE432A01017
500010,HDFC        ,A ,Q,1937.9,1962.8,1918.85,1955.7,INE001A01036
500012,ANDHRA PETRO,X ,Q,69.25,71.8,66.25,70.45,INE714B01016
500013,ANSAL INFRAS,B ,Q,26,27.45,26,26.55,INE436A01026
500014,APPLE FINANC,X ,Q,3.6,3.67,3.45,3.46,INE096A01010
500020,BOM DYEING  ,A ,Q,230,236.9,223.95,227.85,INE032A01023
500023,ASIANHOTNR  ,B ,Q,255,275.8,242,264.1,INE363A01022
500024,ASSAMCO     ,T ,Q,4.93,5.1,4.91,4.96,INE442A01024
500027,ATUL LTD.   ,A ,Q,2794.05,2820,2697.6,2719.1,INE100A01010
500028,ATV PROJECTS,XT,Q,11.59,11.86,10.8,10.95,INE447A01015
500029,AUTOLITE(I) ,B ,Q,64.6,67.4,64.45,65.45,INE448A01013
500031,BAJAJ ELECT.,A ,Q,491,511.3,483.05,487.7,INE193E01025
500032,BAJAJHIND   ,A ,Q,14.2,14.55,14.15,14.25,INE306A01021
500033,FORCE MOTR  ,B ,Q,3112,3160,3030,3049.65,INE451A01017
500034,BAJFINANCE  ,A ,Q,1674,1688.5,1645.05,1677.5,INE296A01024
500038,BALRAM.CHINI,A ,Q,120.9,125.25,120.15,122.15,INE119A01028
500039,BANCO PROD. ,B ,Q,238,242.45,230,234.75,INE213C01025
500040,CENTURY TEXT,A ,Q,1390,1406.25,1378,1386.6,INE055A01016
500041,BANNARI AMAN,B ,Q,1897.9,1897.9,1830.05,1877.35,INE459A01010
500042,BASF INDIA  ,B ,Q,2122,2159.7,2120,2136.05,INE373A01013
500043,BATA INDIA  ,A ,Q,712.35,716.8,700,705.8,INE176A01028
500048,BEML LTD    ,A ,Q,1475.95,1491,1447.65,1453.5,INE258A01016
500049,BHARAT ELECT,A ,Q,171.1,171.65,167.7,169.4,INE263A01024
500052,BHANSALI ENG,B ,Q,169.5,176.55,164,169.75,INE922A01025
500055,BHUSH STEEL ,B ,Q,49.15,53.6,47.95,51.2,INE824B01021
500058,BIHAR SPONGE,XT,Q,2.46,2.58,2.37,2.58,INE819C01011
500059,BINANI IND. ,T ,Q,101.85,111.45,101.85,104.6,INE071A01013
500060,BIRLACABLE  ,T ,Q,54,55.2,53.35,55.1,INE800A01015
500067,BLUE STAR   ,A ,Q,730.65,767.85,730.65,752,INE472A01039
500068,DISA INDIA  ,X ,Q,6000,6049.9,6000,6000.2,INE131C01011
500069,BNK CAPITAL ,X ,Q,128.1,128.1,125.05,125.3,INE418C01012
500074,BPL LTD.    ,B ,Q,100.5,105.7,100.35,101.95,INE110A01019
500078,CAMPH.& ALL ,X ,Q,1119.9,1120,1071,1106.95,INE959C01015
500083,CENTURY EXT ,B ,Q,6.82,6.82,6.25,6.43,INE281A01026
500084,CESC LTD.   ,A ,Q,1047.1,1074.35,1047.1,1054.9,INE486A01013
500085,CHAMBAL FERT,A ,Q,155.5,162.45,153.8,160.4,INE085A01013
500086,EXIDE IND.  ,A ,Q,226,227.75,220.5,223.8,INE302A01020
500087,CIPLA LTD.  ,A ,Q,606.55,608.75,587.1,587.45,INE059A01026
500089,DIC INDIA   ,B ,Q,546.7,556.95,540,556.95,INE303A01010
500092,CRISIL LTD  ,A ,Q,1943.9,1951.2,1930,1944.3,INE007A01025
500093,CGPOWER     ,A ,Q,91.5,91.95,90.35,91.1,INE067A01029
500096,DABUR (I)   ,A ,Q,358,360.9,347.25,354.35,INE016A01026
500097,DALMIASUG   ,B ,Q,102,107.8,102,106.2,INE495A01022
500101,ARVIND Ltd  ,A ,Q,424.9,430,406,411.95,INE034A01011
500102,BALARPUR IND,B ,Q,14.85,16.3,14.85,15.7,INE294A01037
500103,BHEL        ,A ,Q,101.1,103.5,99.15,100.25,INE257A01026
500104,HIND.PETRO  ,A ,Q,394.95,401,388.2,396.5,INE094A01015
500106,IFCI LTD    ,A ,Q,28.65,29.05,27.95,28.5,INE039A01010
500108,MAHA.TELE   ,B ,Q,25.9,25.9,24.7,25.15,INE153A01019
500109,MRPL        ,A ,Q,130,130,126.25,128.2,INE103A01014
500110,CHENNAI PET.,A ,Q,420,423,412.2,413.5,INE178A01016
500111,REL.CAP.    ,A ,Q,499.1,510.35,484.2,490.2,INE013A01015
500112,STATE BANK  ,A ,Q,313,316.45,307.65,312.75,INE062A01020
500113,STEEL AUTH. ,A ,Q,90.9,91.25,87.6,88.9,INE114A01011
500114,TITAN       ,A ,Q,884,885,861.05,869.05,INE280A01028
500116,IDBI BANK L ,A ,Q,60.5,62.15,59.95,60.35,INE008A01015
500117,DCW LTD.    ,T ,Q,39.85,40.9,39.25,39.7,INE500A01029
500119,DHAMPUR SUGA,B ,Q,185.65,192.05,185,190.05,INE041A01016
500120,DIAMINES&CHM,X ,Q,112,113.45,107,111.5,INE591D01014
500123,ELANTAS     ,B ,Q,2222,2315,2180,2262.7,INE280B01018
500124,DR.REDDY'S  ,A ,Q,2300,2305,2205,2225.25,INE089A01023
500125,E.I.D.PAR   ,A ,Q,326.45,337.4,321.3,328.65,INE126A01031
500126,MERCK LTD   ,B ,Q,1500,1500,1451,1468.45,INE199A01012
500128,ELEC.CASTING,B ,Q,34,34.75,33.6,34.1,INE086A01029
500132,EMPEE SUGARS,X ,Q,4.58,4.59,4.21,4.57,INE928B01012
500133,ESAB INDIA  ,B ,Q,796.1,796.1,766,771.3,INE284A01012
500135,ESSEL PROP  ,B ,Q,289.3,290.05,282.3,284.95,INE255A01020
500136,ESTER INDUS.,B ,Q,74,74,70.3,74,INE778B01029
500139,FEDDERELEC  ,B ,Q,79.8,86,77.4,79.65,INE249C01011
500141,FERRO ALLOYS,XT,Q,12.5,12.7,11.8,12.4,INE912A01026
500144,FINOL. CABLE,A ,Q,728,740.05,718.5,731.2,INE235A01022
500147,CMI FPE     ,X ,Q,1207,1207,1170,1174.9,INE515A01019
500148,UFLEX LTD   ,A ,Q,425.45,443,418.65,422.7,INE516A01017
500150,FOSECO INDIA,B ,Q,1760,1800,1760,1796.5,INE519A01011
500153,GANESH BENZO,X ,Q,86,87.75,85.45,85.95,INE388A01029
500155,GARDEN SILK ,B ,Q,39.05,41,39.05,40.4,INE526A01016
500159,METROGLOBL  ,X ,Q,87.9,94.25,87.9,92,INE085D01033
500160,GTL LTD.    ,B ,Q,14.55,14.55,14,14.2,INE043A01012
500163,GODFREY PH  ,A ,Q,946.05,952.8,917.55,921.85,INE260B01028
500164,GODREJ IND  ,A ,Q,608,614.7,596,605.8,INE233A01035
500165,KANSAI NERO ,A ,Q,482,517,481.9,509.2,INE531A01024
500166,GOODRICKE   ,X ,Q,440,445.85,430,438.85,INE300A01016
500168,GOODYEAR (I),B ,Q,1110.05,1130,1021,1121.9,INE533A01012
500170,GTN INDUS   ,B ,Q,17.5,17.5,17.05,17.5,INE537A01013
500171,GHCL LTD    ,A ,Q,321.1,325,305,308.35,INE539A01019
500173,GUJ.FLOURO  ,B ,Q,840,849,824.85,832.65,INE538A01037
500179,HCL INFOSYS ,A ,Q,53.05,54.8,53.05,53.5,INE236A01020
500180,HDFC BANK   ,A ,Q,1990,2011.9,1990,2006.35,INE040A01026
500182,HEROMOTOCO  ,A ,Q,3686.05,3745.5,3685.55,3691.6,INE158A01026
500183,HIMACHAL FUT,A ,Q,29.25,29.95,28.65,29.2,INE548A01028
500184,HSCL        ,B ,Q,178,182,175,176.5,INE019C01026
500185,HIND.CONSTN.,A ,Q,39.05,40.05,38.75,39.35,INE549A01026
500186,HIND.OIL EXP,B ,Q,128.6,129.8,125.9,127.1,INE345A01011
500187,HSIL        ,B ,Q,444.95,452.9,432.1,434.1,INE415A01038
500188,HINDUS.ZI   ,A ,Q,311,316.05,304,310.05,INE267A01025
500189,HINDUJA VENT,B ,Q,740.1,740.1,721.15,731.1,INE353A01023
500191,HMT LTD.    ,Z ,Q,36.8,38,36.6,37.2,INE262A01018
500192,PRAG BOSIMI ,XT,Q,3.5,3.81,3.5,3.81,INE962B01011
500193,HOTEL LEELA.,B ,Q,22.25,22.5,21.7,21.8,INE102A01024
500199,I.G.PETRO   ,B ,Q,705,725,700.05,704.3,INE204A01010
500201,IND.GLYCOLS ,B ,Q,516.8,527.15,513.65,522.25,INE560A01015
500206,MARGO FIN   ,XT,Q,16.5,16.5,15.75,15.75,INE680B01019
500207,INDO RAMA   ,B ,Q,41.95,42.8,41.15,42.5,INE156A01020
500209,INFOSYS LTD ,A ,Q,1160,1166,1143.05,1150.65,INE009A01021
500210,INGERSOLL   ,B ,Q,802,802,772.05,779.7,INE177A01018
500211,INSILCO LTD.,XT,Q,28.3,28.3,27.35,28,INE901A01011
500212,INTEG.FIN.SE,XT,Q,44,44.1,39.9,39.9,INE898B01017
500213,INTER.TRAVEL,X ,Q,211,216.8,211,212.85,INE262B01016
500214,ION EXCHANGE,XT,Q,588.5,588.5,559,560.35,INE570A01014
500215,AGRO TECH FO,B ,Q,655.5,664,641.6,649.1,INE209A01019
500219,JAIN IRRIG  ,A ,Q,142.25,144.9,136.6,139.95,INE175A01038
500220,JASCH INDUST,X ,Q,72,75,72,72.9,INE711C01010
500223,JCT LTD     ,X ,Q,3.73,3.75,3.64,3.71,INE945A01026
500227,JINDAL POLYF,B ,Q,348.8,355.25,343.05,347.65,INE197D01010
500228,JSWSL       ,A ,Q,288,294,281.95,290.15,INE019A01038
500231,UMANG DAIR  ,B ,Q,100.65,101.7,95.7,96.8,INE864B01027
500233,KAJARIA CER.,A ,Q,674.9,676.5,627.05,633.7,INE217B01036
500234,KAKATIYA CEM,B ,Q,366.95,373.65,357,366.45,INE437B01014
500235,KALYANI STEL,B ,Q,350.1,350.1,343.75,347.2,INE907A01026
500238,WHIRLPOOL   ,A ,Q,1484.75,1484.8,1439.7,1476.6,INE716A01013
500239,KG DENIM    ,X ,Q,64.8,64.8,63.1,63.4,INE104A01012
500240,KINETIC ENG.,ST,Q,83.2,89.95,82.55,86.05,INE266B01017
500241,KIRL.BROS.  ,B ,Q,358.45,361.5,335.1,346.15,INE732A01036
500243,KIRL INDUS  ,B ,Q,1448.5,1448.55,1380,1399,INE250A01039
500245,KIRL.FERROUS,B ,Q,97.8,101.45,96,99.65,INE884B01025
500246,ENVAIN ELECT,XT,Q,18.9,19,18.9,19,INE601C01013
500247,KOTAK MAH.BK,A ,Q,1094.3,1113,1088,1109.75,INE237A01028
500249,KSB PUMPS   ,B ,Q,885,900,871.3,890.8,INE999A01015
500250,L.G.BALKRISH,B ,Q,1021,1031,970,987.45,INE337A01034
500251,TRENT LTD.  ,A ,Q,316.3,321,309.55,315.9,INE849A01020
500252,LAKSHMI MACH,A ,Q,6165.65,6167.2,6000,6004.9,INE269B01029
500253,LIC HOUS.FIN,A ,Q,536,540.35,529.85,534.4,INE115A01026
500254,UTTAMVALUE  ,B ,Q,0.32,0.32,0.29,0.31,INE292A01023
500255,LML LTD.    ,T ,Q,9,9.18,8.75,9.02,INE862A01015
500257,LUPIN LTD.  ,A ,Q,895.55,903,878,883.65,INE326A01037
500259,LYKA LABS   ,B ,Q,65,66.25,62.85,63.3,INE933A01014
500260,RAMCOCEM    ,A ,Q,759.6,773.75,755.4,760.2,INE331A01037
500264,MAFATLAL IND,X ,Q,299.05,324,298.15,310.05,INE270B01027
500265,MAH.SEAMLESS,B ,Q,508,548.05,500.25,505.15,INE271B01025
500266,MAH.SCOOTER ,B ,Q,2680,2709,2654.05,2669.95,INE288A01013
500267,MAJESTIC AUT,XT,Q,195,198.2,187.2,190.15,INE201B01022
500268,MANALI PETRO,B ,Q,36.6,37.1,36.25,36.8,INE201A01024
500271,MFSL        ,A ,Q,529.95,538,527.45,533.6,INE180A01020
500279,MIRC ELECT  ,B ,Q,53,54.05,51.45,52.8,INE831A01028
500280,CENTURY ENKA,B ,Q,328,332,321,322.8,INE485A01015
500284,LORDS CHLORO,XT,Q,62.55,62.55,56.65,62,INE846D01012
500285,SPICEJET LTD,B ,Q,127.75,129.75,123.5,124.25,INE285B01017
500288,MOREPEN LAB.,B ,Q,34.9,36.2,33.55,34.85,INE083A01026
500290,MRF LTD.    ,A ,Q,68551,70610.8,67278.15,68565.9,INE883A01011
500292,HEIDEL CEM  ,A ,Q,157.1,157.9,153.8,156,INE578A01017
500294,NCC         ,A ,Q,125,126.75,121,122.6,INE868B01028
500295,VEDL        ,A ,Q,341,346.4,335.6,339.5,INE205A01025
500296,NAHAR SPG.  ,B ,Q,119.2,119.6,116.1,117.05,INE290A01027
500298,NAT.PEROXIDE,X ,Q,2144,2144,2050,2060.7,INE585A01020
500300,GRASIM IND. ,A ,Q,1161,1166,1144,1157.3,INE047A01021
500302,PEL         ,A ,Q,2770,2785.5,2703,2735.7,INE140A01024
500304,NIIT LTD.   ,A ,Q,105.1,107,101,102.25,INE161A01038
500306,JAYKAY      ,X ,Q,9.02,9.4,9.02,9.3,INE903A01025
500307,NIRLON      ,B ,Q,212.8,215.95,212.8,212.8,INE910A01012
500312,ONGC CORPN  ,A ,Q,202.75,204.55,198.55,203.35,INE213A01029
500313,OIL COUNTRY ,B ,Q,50.75,52.55,50.25,50.7,INE591A01010
500314,ORIENT HOTEL,B ,Q,56.65,57,55.05,55.3,INE750A01020
500315,ORINTAL BANK,A ,Q,113.55,116.9,113,115.65,INE141A01014
500317,OSWAL AGRO. ,B ,Q,15,15.45,14.6,14.9,INE142A01012
500319,INDIAN SUCRO,XT,Q,39.85,43.9,39.85,43.65,INE557C01017
500322,PANYAM CEMEN,X ,Q,56.1,57.5,56,57.15,INE167E01029
500325,RELIANCE    ,A ,Q,950,964.9,942,961.15,INE002A01018
500327,PILITA      ,T ,Q,16,16,15,15.55,INE600A01035
500330,RAYMOND     ,A ,Q,1068,1080,1044.15,1049.15,INE301A01014
500331,PIDILITE    ,A ,Q,884.7,899,882.2,896,INE318A01026
500333,PIX TRANS   ,X ,Q,191.95,194,179.3,183.8,INE751B01018
500335,BIRLA CORPN.,B ,Q,1122.05,1168,1082,1125.15,INE340A01012
500336,SURYA ROSHNI,B ,Q,409.9,415.35,397.25,400.4,INE335A01012
500337,PRIME SECUR.,B ,Q,50,50.75,48.85,49.9,INE032B01021
500338,PRISM CEMENT,B ,Q,138.1,142.4,135.05,138.45,INE010A01011
500339,RAIN        ,A ,Q,392,404.95,370.9,380.9,INE855B01025
500343,AMJLAND     ,B ,Q,24.5,25.5,24.5,25.45,INE606A01024
500346,PUN.COMMUNI.,X ,Q,39.7,40.5,39.7,40.5,INE609A01010
500350,RSWM  LTD   ,B ,Q,362,363.45,353,357.15,INE611A01016
500354,RAJSH.SUGAR ,B ,Q,48.8,48.95,46.4,46.7,INE562B01019
500355,RALLIS INDIA,A ,Q,246.3,251.35,243,249.65,INE613A01020
500356,RAMANEWS    ,B ,Q,28,29.2,28,28.6,INE278B01020
500357,RAMA PAPER  ,X ,Q,9.65,9.65,9.65,9.65,INE425E01013
500360,RAPICUT CARB,X ,Q,74.15,76.95,72.7,74.8,INE350D01015
500365,RMGALLOY    ,XT,Q,11.65,11.65,11.65,11.65,INE731F01037
500366,ROLTA (I)   ,B ,Q,68.65,70.55,67.15,67.9,INE293A01013
500367,RUBFILA INT.,X ,Q,78.3,78.3,76.1,76.6,INE642C01025
500368,RUCHI SOYA  ,B ,Q,17.4,17.4,17,17.15,INE619A01027
500370,SALORA INT. ,T ,Q,49.95,51.95,49.95,51.95,INE924A01013
500372,SAMTEL COL  ,Z ,Q,1.37,1.5,1.37,1.38,INE381A01016
500378,JINDAL SAW  ,A ,Q,153.85,157.15,148.2,149.5,INE324A01024
500380,JK LAKSHMI  ,A ,Q,417.75,418.1,410.05,411.75,INE786A01032
500387,SHREE CEMENT,A ,Q,17402.65,17499.9,17140.4,17212.45,INE070A01015
500388,SHREE KRISHN,XT,Q,34.25,34.25,34.25,34.25,INE970C01012
500390,REL INFRA   ,A ,Q,506,512.8,492.5,497.15,INE036A01016
500399,STEELCO GUJ.,X ,Q,8.75,9.39,8.4,8.75,INE629B01024
500400,TATA POWER  ,A ,Q,90.5,91.15,88.65,89.1,INE245A01021
500402,SPMLINFRA   ,B ,Q,131.95,137.85,130,134.7,INE937A01023
500403,SUNDARAM FAS,A ,Q,530,538.2,520,524.2,INE387A01021
500404,SUNFLAG IRON,B ,Q,84.1,84.55,82,82.55,INE947A01014
500405,SUPREME PET ,B ,Q,373.9,374,369.4,370.9,INE663A01017
500407,SWARAJ ENGIN,B ,Q,1950,2000,1909,1967.65,INE277A01016
500408,TATA ELXSI  ,A ,Q,1079.8,1087.15,1046.6,1062.15,INE670A01012
500410,ACC LTD     ,A ,Q,1731.5,1739.95,1702,1716.4,INE012A01025
500411,THERMAX     ,A ,Q,1204.7,1250,1153,1221.2,INE152A01029
500412,THIRUMALAI  ,B ,Q,2050,2060.75,1990,2001.65,INE338A01016
500413,THOMAS COOK ,B ,Q,239.1,239.15,233.5,234.9,INE332A01027
500414,TIMEX GROUP ,X ,Q,66.5,71.45,60.6,62.45,INE064A01026
500418,TOKYO PLAST ,B ,Q,123.15,126.2,118,120.35,INE932C01012
500420,TORRENT PHAR,A ,Q,1352.15,1369.75,1343.5,1362.95,INE685A01028
500422,TRANSCHEM   ,X ,Q,34.15,37,34.05,34.8,INE019B01010
500425,AMBUJA CEME ,A ,Q,261.7,262.4,257.3,261.05,INE079A01024
500429,UNIPHOS ENT.,B ,Q,88.45,96,86.75,89.1,INE037A01022
500439,VARD HOLDNG ,B ,Q,4837.95,4849.95,4665,4724.4,INE701A01023
500440,HINDALCO    ,A ,Q,252.05,262.8,252.05,255.85,INE038A01020
500444,WEST COAS PA,B ,Q,280,286.8,264,266.7,INE976A01021
500449,HIND.ORG.CHM,T ,Q,27.8,29,27.7,28.25,INE048A01011
500450,MPIL CORP L ,XT,Q,209,212.65,192.45,192.45,INE844C01027
500456,PAS.ACRYLON ,X ,Q,25.8,26.65,24.6,24.95,INE818B01023
500459,PROCTER &GAM,A ,Q,9295,9295,9240,9244.1,INE179A01014
500460,MUKAND LTD. ,B ,Q,90,90,84.45,85.05,INE304A01026
500463,AGCNET      ,T ,Q,122,122,119.35,122,INE676A01019
500464,UCAL FUEL   ,B ,Q,292.45,293.9,278.3,281.2,INE139B01016
500467,HARR.MALAYAL,T ,Q,83,86.6,81.2,84.95,INE544A01019
500469,FEDERAL BANK,A ,Q,100.7,101.85,98.9,100.45,INE171A01029
500470,TATA STEEL  ,A ,Q,732.5,747.25,702.05,705.05,INE081A01012
500472,SKF INDIA   ,A ,Q,1798,1798,1746,1751,INE640A01023
500477,ASHOK LEYL. ,A ,Q,125.85,126.3,124.35,125.95,INE208A01029
500480,CUMMINS (I) ,A ,Q,907.45,924.05,900.45,903.3,INE298A01020
500483,TATA COMM   ,A ,Q,612.55,625,609,615.7,INE151A01013
500488,ABBOTT (I)  ,B ,Q,5500,5666,5468.65,5612.8,INE358A01014
500490,BAJ HOLD INV,A ,Q,2784,2851,2760,2814.85,INE118A01012
500493,BHARAT FORGE,A ,Q,722.7,722.7,711.6,717.25,INE465A01025
500495,ESCORTS LTD.,A ,Q,833,841.85,797.5,813.1,INE042A01014
500500,HIND.MOTORS ,T ,Q,9,9,8.8,8.84,INE253A01025
500510,LARSEN & TOU,A ,Q,1428.95,1438.4,1412.3,1416.6,INE018A01030
500520,MAH & MAH   ,A ,Q,765.2,770,757,763.45,INE101A01026
500530,BOSCH LTD   ,A ,Q,19540,19575,19230.15,19343.8,INE323A01026
500540,PREMIER LTD ,B ,Q,32,35.45,32,33.5,INE342A01018
500547,BHARAT PET. ,A ,Q,487,493,484.3,491.9,INE029A01011
500550,SIEMENS LTD.,A ,Q,1286.85,1328.4,1278.05,1297.55,INE003A01024
500570,TATA MOTORS ,A ,Q,396.2,401,395.75,399.25,INE155A01022
500575,VOLTAS LTD  ,A ,Q,608,615,601.65,604.4,INE226A01021
500620,GREAT EASTE ,A ,Q,401.05,408.5,398.5,402.25,INE017A01032
500645,DEEPAK FERT.,A ,Q,398.95,404.3,389,398.3,INE501A01019
500650,EXCEL INDUST,B ,Q,711,728,699.5,708.4,INE369A01029
500655,GARWARE POLY,XT,Q,183.15,187,182.25,183.8,INE291A01017
500660,GLAXOSMITH  ,A ,Q,2425,2460,2425,2454.15,INE159A01016
500670,GUJ.NARMADA ,A ,Q,474.15,486,467.65,480.8,INE113A01013
500672,NOVARTIS    ,B ,Q,643.9,649.95,636.25,639.55,INE234A01025
500674,SANOFI      ,A ,Q,4919.9,4984.9,4880,4950.5,INE058A01010
500676,GLAXOSMITHKL,A ,Q,6500,6798.85,6455.85,6678.95,INE264A01014
500680,PFIZER LTD. ,A ,Q,2260.05,2347.95,2260,2316.65,INE182A01018
500690,GUJ.ST.FERT ,A ,Q,145.05,146.2,142.45,144.7,INE026A01025
500696,HIND UNI LT ,A ,Q,1398,1398,1360.15,1369.65,INE030A01027
500710,AKZOINDIA   ,B ,Q,1858,1860,1839,1842.75,INE133A01011
500730,NOCIL LTD   ,B ,Q,198.5,211.3,195,209.3,INE163A01018
500770,TATA CHEM.  ,A ,Q,714,721.25,709,718.45,INE092A01019
500777,T.P.L.      ,B ,Q,58.6,59.9,58,58.75,INE148A01019
500780,ZUARIGLOB   ,B ,Q,204.25,207.5,197.5,200.45,INE217A01012
500790,NESTLE (I)  ,A ,Q,7436.65,7505.85,7436.65,7464.8,INE239A01016
500800,TATAGLOBAL  ,A ,Q,303,303.65,286.1,290.6,INE192A01025
500820,ASIAN PAINTS,A ,Q,1130,1139.7,1125.15,1131.05,INE021A01026
500825,BRITANIA IND,A ,Q,4697.55,4705.95,4634,4672.5,INE216A01022
500830,COLGATE PALM,A ,Q,1139.4,1139.95,1116,1120.45,INE259A01022
500840,EIH LTD.    ,B ,Q,195.05,198.05,188.65,191.6,INE230A01023
500850,INDIAN HOTEL,A ,Q,142.9,144.95,136.25,137.75,INE053A01029
500870,CASTROL     ,A ,Q,182.65,187.2,182.5,185.85,INE172A01027
500875,ITC LTD.    ,A ,Q,273.5,275.85,269.95,271.25,INE154A01025
500877,APOLLO TYRES,A ,Q,264.5,264.5,253.8,254.75,INE438A01022
500878,CEAT LIMITED,A ,Q,1870,1870,1805.85,1818.1,INE482A01020
500890,MODI RUBBER ,T ,Q,105,110,100.5,108,INE832A01018
500940,FINOLEX IND.,A ,Q,654,654,635,645.25,INE183A01016
500945,VALUE IND L ,Z ,Q,7.78,7.78,7.05,7.35,INE352A01017
501148,DALAL ST INV,XT,Q,122.05,124.45,122.05,122.05,INE422D01012
501150,CENTRUM CAP ,B ,Q,71.4,73.5,70,70.55,INE660C01027
501179,OSCAR INV.  ,X ,Q,212,212,198.2,201.05,INE221D01018
501242,TCI FINANCE ,B ,Q,35.5,36.7,32.05,32.55,INE911B01018
501295,INDUS.INV.TR,T ,Q,107,113,106.4,113,INE886A01014
501298,INDUS.&PRUD.,X ,Q,1380,1398,1380,1381.6,INE620D01011
501301,TATA INVEST.,B ,Q,850.1,859.95,836,848.2,INE672A01018
501343,MOTOR&GEN.FI,B ,Q,37.6,38.8,36.95,38.8,INE861B01015
501370,WALCHAND PF ,X ,Q,168.9,168.9,146.25,148.1,INE695D01021
501391,W.H.BRADY   ,XT,Q,204.95,204.95,204.95,204.95,INE855A01019
501421,SOLIX TECHNO,XT,Q,176.45,176.45,176.45,176.45,INE314H01012
501423,SHA ENG PLA ,X ,Q,1115,1142,1065,1099.9,INE151G01010
501425,BOM.BURMAH  ,A ,Q,1411.1,1425,1382,1398.6,INE050A01025
501430,BOM.CYCLE   ,XT,Q,2827,2998.5,2745.5,2745.5,INE691K01017
501455,GREAVES COTT,A ,Q,139,140.5,137.75,138.7,INE224A01026
501700,INDIA NIVEH ,X ,Q,40.4,40.4,39.8,39.85,INE131H01028
501833,CHOWGULE ST ,XT,Q,15.45,15.5,14.8,14.8,INE490A01015
501848,GLOBAL OFFS ,T ,Q,35.15,35.5,32.5,34.8,INE446C01013
502015,ASSOC.STONE ,X ,Q,39,39.8,39,39.6,INE443A01030
502090,SAGAR CEM.  ,B ,Q,990,1009.35,990,992.3,INE229C01013
502137,DECAN CEMENT,B ,Q,584,584,565,574.2,INE583C01021
502150,KALYANPUR CE,P ,Q,9.88,9.88,9.88,9.88,INE991E01022
502157,MANGALAM CEM,B ,Q,401.75,423.25,378.85,415.85,INE347A01017
502165,OCL INDIA L ,B ,Q,1360,1393.55,1341,1359,INE290B01025
502168,N C L IND.  ,B ,Q,269,276.4,267.5,274.85,INE732C01016
502175,SAURAS.CEM. ,X ,Q,91.5,93.3,89.7,91.5,INE626A01014
502180,SRI DIGV CEM,X ,Q,27.15,27.5,26.4,26.75,INE232A01011
502219,BOROSIL GLAS,B ,Q,995,1005.05,975.5,980.45,INE666D01022
502281,TRIVENI GLAS,XT,Q,22,22.9,20.9,21.2,INE094C01011
502294,NILACHAL REF,T ,Q,33.1,33.1,33.1,33.1,INE416N01013
502330,IPAPPM      ,B ,Q,349.5,363.4,344,348.8,INE435A01028
502355,BALKRISH IND,A ,Q,1172,1184,1117.6,1140,INE787D01026
502407,NATH PULP   ,X ,Q,45,46.9,42.5,44.05,INE776A01025
502420,ORIENT PAPER,B ,Q,48.15,48.85,46.15,47.1,INE592A01026
502445,CITADEL     ,X ,Q,85.4,89.95,85,85.15,INE906D01014
502448,ROLLATAINER ,T ,Q,6.15,6.15,5.83,5.95,INE927A01040
502450,SESHA.PAPER ,B ,Q,1030.45,1038.45,996.05,1001.55,INE630A01016
502587,RAMA PULP   ,XT,Q,55.9,55.9,52.05,52.25,INE777A01015
502742,SINTEX IND. ,A ,Q,23,23.45,23,23.25,INE429C01035
502761,BLUE BLEND  ,B ,Q,32.9,33.95,32.1,32.85,INE113O01014
502820,DCM LTD.    ,B ,Q,104.5,105.8,102.05,102.3,INE498A01018
502865,FORBES & CO ,B ,Q,3914,4049.95,3822,3874.65,INE518A01013
502873,H.P.COTTON  ,X ,Q,37.2,39.6,37.2,39.6,INE950C01014
502933,KATARE SPG. ,XT,Q,13.7,13.7,13.05,13.05,INE498G01015
502937,KESORAM IND ,B ,Q,136.85,140.25,136.6,138.3,INE087A01019
502958,LAKSHMI MILL,X ,Q,3636,3750,3636,3690.35,INE938C01019
502986,VARDH TEXT  ,B ,Q,1325,1325,1290,1295.7,INE825A01012
503015,MODERN INDIA,X ,Q,49.2,49.2,49,49.1,INE251D01023
503031,PENLAND LTD ,B ,Q,32.8,34.9,32.5,33.1,INE138A01028
503092,PASUPATI SPG,XT,Q,26.05,26.05,26.05,26.05,INE909B01020
503100,PHOENIX MILL,B ,Q,640.25,663.85,640.25,653.15,INE211B01039
503101,MARATHON NEX,B ,Q,553.5,575,553.5,570.35,INE182D01012
503127,RAJA BAHADUR,XT,Q,1700,1700,1700,1700,INE491N01016
503162,REL.CHEMOTX ,X ,Q,120,123.9,114.05,119.6,INE750D01016
503169,RUBY MILLS  ,B ,Q,360.4,392.8,360.4,366.7,INE301D01026
503205,SHREERAM    ,X ,Q,44.6,46.45,44.6,46.15,INE164H01011
503229,SIMPLEX REAL,X ,Q,120,120,115,115,INE167H01014
503310,SWAN ENG    ,A ,Q,217.25,217.25,206,208.45,INE665A01038
503349,VICTORIA MIL,X ,Q,3853,3880,3616,3630,INE203D01016
503657,VEER ENERGY ,X ,Q,38.5,39.45,37,38.15,INE255E01030
